,ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight
2858,2017-08-08_14h29m07s,epik_dhb_head_ito04_23,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,101,88,314,323,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2859,2017-08-08_14h29m48s,epik_dhb_head_ito04_24,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,76,90,331,329,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2860,2017-08-08_14h30m09s,epik_dhb_head_ito12_57,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,97,89,233,298,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2861,2017-08-08_14h30m45s,epik_dhb_head_ito12_59,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,66,105,233,274,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2862,2017-08-09_03h02m01s,170801_NEG_CTR_08-070_bpyn_rms,U Melbourne,Dinaiz Thinagaran,True,Negative,human,brain,diseased,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,260000.0,68,43,165,422,2017-08-10_06h56m24s,Other Matrix,high,0.3333333333333333
2863,2017-08-09_10h06m25s,epik_dhb_head_ito13_60,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,72,110,162,395,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2864,2017-08-09_10h06m42s,epik_dhb_head_ito13_61,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,86,88,222,321,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2865,2017-08-09_10h07m05s,epik_dhb_head_ito13_62,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,93,75,222,344,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2866,2017-08-09_10h07m28s,epik_dhb_head_ito13_63,U Rennes 1,LAVIGNE Régis,True,Positive,rat,epididymis,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,260000.0,47,111,203,373,2017-07-18_10h12m54s,DHB,high,0.016666666666666666
2869,2017-08-15_02h17m49s,170812_neg_diseased-09-066-bpyn-rms,U Melbourne,Dinaiz Thinagaran,True,Negative,human,brain,diseased,MALDI,MALDI,FTICR,FTICR,Other,BPYN,Other,,260000.0,67,54,188,407,2017-08-15_02h17m49s,Other Matrix,high,1.0
2870,2017-08-15_07h56m31s,20170814_CGL_MT-M.B_DAN011_NTM_100x116_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,10,14,96,656,2017-08-15_15h02m08s,DAN,medium,0.125
2871,2017-08-15_13h02m38s,20170815_CGL_MT-M.B_DAN018_NTM_96x77_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,23,60,301,685,2017-08-15_15h02m08s,DAN,medium,0.125
2872,2017-08-15_18h01m27s,20170815_CGL_MT-M.B_DAN015_NTM_17x25_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,21,52,154,283,2017-08-15_15h02m08s,DAN,medium,0.125
2873,2017-08-15_19h13m44s,20170815_CGL_MT-M.B_DAN016_2_NTM_31x38_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,44,81,126,496,2017-08-16_11h15m04s,DAN,medium,0.5
2874,2017-08-15_19h58m16s,20170815_CGL_MT-M.B_DAN019_NTM_31x31_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,43,55,166,260,2017-08-15_15h02m08s,DAN,medium,0.125
2875,2017-08-16_08h30m18s,20170816_CGL_MT-M.B_DAN017_NTM_28x28_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,41,104,114,613,2017-08-15_15h02m08s,DAN,medium,0.125
2876,2017-08-16_11h15m04s,20170815_CGL_MT-M.B_DAN013_2_NTM_35x27_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,41,38,167,598,2017-08-16_11h15m04s,DAN,medium,0.5
2877,2017-08-17_16h23m46s,20170817_CGL_MT-M.B_ATP_DAN018_NTM_102x39_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,7,28,105,564,2017-08-17_16h23m46s,DAN,medium,1.0
2878,2017-08-18_16h00m58s,20170818_CGL_MT-M.B_ATP_3_DAN018_NTM_87x106_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,none,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,9,103,152,511,2017-08-18_16h00m58s,DAN,medium,1.0
2881,2017-08-30_09h25m09s,GIST_sampleAA_normal_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,small intestine,normal,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,85,166,246,295,2017-08-30_09h25m09s,DHB,high,1.0
2882,2017-08-30_09h26m47s,GIST_sampleAA_tumor_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,small intestine,"cancer, primary, gist",MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,90,88,291,296,2017-08-30_09h26m47s,DHB,high,1.0
2883,2017-09-01_09h51m55s,20170831_CGL280817_MT-D.O_3_134x123_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,7,70,111,985,2017-09-01_19h53m47s,DAN,medium,0.25
2886,2016-09-22_11h16m16s,Brain02_Bregma1-42_01,U Rennes 1,LAVIGNE Régis,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,260000.0,41,42,95,73,2016-09-22_11h16m28s,CHCA,high,0.25
2887,2017-09-05_16h22m52s,20170905_CGL0170817_MT-MB_ATP_N_81x101_135x135,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,none,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,3,18,92,855,2017-09-05_16h22m52s,DAN,medium,1.0
2890,2017-09-07_14h11m40s,20170907_CGL_MT-M.B_ATP_DAN018_80x82_125x125,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,nona,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,7,94,98,395,2017-09-07_14h11m40s,DAN,medium,1.0
2901,2017-09-14_13h43m01s,20170914_CGL_MB-DAN018_114x58_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,none,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,8,95,130,358,2017-09-20_12h47m52s,DAN,medium,0.3333333333333333
2909,2017-03-13_15h19m57s,20170313_ADP_larvae_sl20161223-6-1_DAN005_110x80_25x25_37_r,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,24,24,76,521,2017-03-13_15h19m57s,DAN,medium,1.0
2910,2017-09-20_15h01m03s,GIST_sampleB_tumor_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,small intestine,"cancer, primary, gist",MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,68,129,336,334,2017-09-20_15h01m03s,DHB,high,1.0
2912,2017-09-20_16h05m07s,20170920_CGL_MB_2-DAN018_58x57_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,8,18,35,374,2017-09-21_07h48m19s,DAN,medium,0.5
2915,2017-09-21_07h48m19s,20170920_CGL_MB_3-DAN018_186x161_35x35,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,3,83,35,66,2017-09-21_07h48m19s,DAN,medium,0.5
2920,2017-08-22_15h16m21s,GIST_sampleA_normal_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,liver,normal,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,59,67,308,319,2017-08-22_15h16m21s,DHB,high,1.0
2921,2017-08-16_15h51m46s,GIST_sampleK_tumor_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,liver,"cancer, metastatic, gist",MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,64,116,267,498,2017-08-16_15h51m46s,DHB,high,1.0
2922,2017-08-11_12h31m52s,GIST_sampleL_normal_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,liver,normal,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,25,73,185,366,2017-08-11_12h31m52s,DHB,high,1.0
2923,2017-08-11_12h30m20s,GIST_sampleL_tumor_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,liver,"cancer, metastatic, gist",MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,116,89,304,219,2017-08-11_12h30m20s,DHB,high,1.0
2924,2017-08-07_19h42m39s,Mu_br_DAN_pos_,MSRC - Vanderbilt University,Heath Patterson,True,Positive,mouse,brain,control,MALDI,MALDI,FTICR,FTICR,DAN,"1,5-diaminonaphthalene (DAN)",Other,,150000.0,60,34,49,263,2017-08-07_19h42m39s,DAN,medium,1.0
2925,2017-08-07_13h21m54s,GIST_sampleJ_normal_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,liver,normal,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,57,129,288,340,2017-08-07_13h21m54s,DHB,high,1.0
2926,2017-08-07_13h19m42s,GIST_sampleJ_tumor_FTICR,HS Mannheim,Denis Abu Sammour,True,Positive,human,liver,"cancer, metastatic, gist",MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,459195.0,65,128,411,277,2017-08-07_13h19m42s,DHB,high,1.0
2931,2017-03-15_14h36m43s,0900349A5+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,228,254,306,36,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2932,2017-03-15_14h36m28s,0900325A3+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,177,525,1198,1160,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2937,2017-09-23_11h26m14s,20170922_ADP_MB_3-DAN018_80x84_60x60_v,♡EMBL♡,Andrew Palmer,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,12,29,25,36,2017-09-23_11h26m14s,DAN,medium,1.0
2938,2017-09-23_11h29m21s,20170922_ADP_MB_3-DAN018_5x84_60x60,♡EMBL♡,Andrew Palmer,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,26,26,29,39,2017-09-23_11h29m21s,DAN,medium,1.0
2939,2017-03-15_14h35m06s,0900229A8+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,380,469,623,155,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2940,2017-03-15_14h33m22s,0800652A5+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,184,101,163,82,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2942,2017-03-15_14h32m33s,0800191A6+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,118,269,295,194,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2943,2017-03-15_14h31m20s,0800108A4+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,287,153,138,563,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2944,2017-03-15_14h31m01s,0700383A4+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,325,970,1312,486,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2945,2017-03-15_14h30m40s,0700298A3+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,262,587,982,421,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2946,2017-03-15_14h26m50s,0600217A5+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,82,148,294,65,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2947,2017-03-15_14h26m31s,0600175A2+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,68,393,761,475,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2948,2017-03-15_14h22m41s,0600139A4+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,71,259,164,653,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2950,2017-03-15_14h22m15s,0600132A2+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,6,38,137,238,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2951,2017-03-15_14h21m22s,0500240A3+,ICL,James McKenzie,True,Positive,human,ovary,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,215,228,326,270,2017-03-15_14h26m50s,Other Solvent,medium,0.024390243902439025
2952,2017-03-21_14h29m27s,161007_WT8S1L3,HU Berlin,Sarah Aboulmagd,True,Positive,mouse,liver,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,60000.0,30,92,628,1839,2017-03-21_14h30m51s,DHB,low,0.5
2957,2016-10-13_12h11m22s,160715_mib161336_4,Bruker,Corinna Henkel,True,Positive,mouse,brain,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,360000.0,12,14,128,420,2016-10-13_12h07m49s,DHB,high,0.16666666666666666
2958,2016-10-13_12h09m30s,160715_mib161336_2,Bruker,Corinna Henkel,True,Positive,mouse,brain,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,360000.0,17,16,123,380,2016-10-13_12h07m49s,DHB,high,0.16666666666666666
2959,2016-10-13_12h07m49s,160715_mib161336_1,Bruker,Corinna Henkel,True,Positive,mouse,brain,n/a,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,360000.0,17,17,145,459,2016-10-13_12h07m49s,DHB,high,0.16666666666666666
2970,2017-03-20_16h23m06s,20170317_ADP_250K12_s1_110x290_100x100_DHB010_n10,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | escherichia coli,microbial colony,interaction,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,29,30,554,331,2017-03-20_16h21m25s,DHB,medium,0.5
2971,2017-03-20_16h21m25s,20170318_ADP_K12250_s13_130x300_100x100_DHB010_n10,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | escherichia coli,microbial colony,interaction,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,26,31,433,370,2017-03-20_16h21m25s,DHB,medium,0.5
2972,2017-03-16_07h39m48s,20170315_Hide_PSM_10x10_180x90_dan003_x6_P,♡EMBL♡,Hidenobu Miyazawa,True,Positive,mouse,psm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,19,14,28,415,2017-03-16_07h39m48s,DAN,medium,1.0
2973,2016-12-19_18h08m41s,20161219_LR_dhb10_rec2_space50_att32_50x50_hepatocytes,♡EMBL♡,Luca Rappez,True,Positive,human,liver,diseased,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,2,19,102,1377,2016-12-19_18h08m41s,DHB,medium,0.5
2980,2016-12-16_22h13m46s,20161216_LR_sample4_dhb15_rec1_space50_att20_rep5_20x20,♡EMBL♡,Luca Rappez,True,Positive,human,liver,diseased,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,2,20,205,1166,2016-12-16_22h11m41s,DHB,medium,0.022727272727272728
2986,2017-03-10_07h56m21s,20170309-2_ST_HELA-PBS-POS_50x50_50x50_dan003,♡EMBL♡,Sergio Heli Triana,True,Positive,human,cervix,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,18,26,181,667,2017-03-10_07h56m21s,DAN,medium,1.0
2989,2016-12-16_22h08m23s,20161216_LR_sample1_dhb10_rec2_space10_att20_rep4_20x20,♡EMBL♡,Luca Rappez,True,Positive,human,liver,diseased,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,6,16,134,957,2016-12-16_22h11m41s,DHB,medium,0.022727272727272728
2993,2016-12-16_22h06m26s,20161216_LR_sample1_dhb10_rec1_space25_att35_rep1_20x20,♡EMBL♡,Luca Rappez,True,Positive,human,liver,diseased,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,4,18,90,486,2016-12-16_22h11m41s,DHB,medium,0.022727272727272728
2994,2016-12-16_22h05m32s,20161216_LR_sample1_dhb10_rec0_space50_att40_rep1_20x20,♡EMBL♡,Luca Rappez,True,Positive,human,liver,diseased,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,2,11,31,150,2016-12-16_22h11m41s,DHB,medium,0.022727272727272728
2997,2017-02-09_16h35m32s,20170209_LR_t84_Stm_1_50x50_50x50_DHB5,♡EMBL♡,Luca Rappez,True,Positive,human,t84 cells gut,diseased,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,3,76,195,1053,2017-02-09_16h35m32s,DHB,medium,0.5
2998,2017-03-03_17h26m51s,20170303P_ADP-ST_HELA-na_10x10_50x50_dan003_70_170303151320,♡EMBL♡,Sergio Heli Triana,True,Positive,human,cervix,diseased,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,70000.0,12,17,12,50,2017-03-03_17h26m51s,DAN,low,1.0
3009,2017-03-03_05h57m45s,20170302P_ADP-HM_PSM-slide5_10x10_200x100_dan003,♡EMBL♡,Hidenobu Miyazawa,True,Positive,mouse,psm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,14,13,36,169,2017-03-03_05h57m45s,DHB,medium,1.0
3011,2016-11-21_12h56m44s,MP 39,JLU Giessen,Pegah Khamehgir-Silz,True,Positive,human,blood cells,in vitro,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,5,18,313,2069,2016-11-22_14h08m11s,DHB,medium,0.5
3012,2016-09-21_16h07m14s,MPI//MPIMM_014_FT_P_LT,MPI Bremen,Manuel Liebeke,True,Positive,earthworm,whole organism,wildtype,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,1000000.0,18,33,104,2108,2016-09-21_16h07m14s,CHCA,high,0.3333333333333333
3015,2016-11-30_03h06m36s,Pinus_Root,PNNL,Christopher Anderton,True,Positive,pinus,root,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,167000.0,5,23,12,31,2016-11-30_03h06m36s,DHB,medium,1.0
3016,2017-03-17_17h20m49s,20170317_ADP_250_s7_122x95_100x100_DHB010_n10_40,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,50,239,141,18,2017-03-17_17h20m49s,DHB,medium,1.0
3020,2017-08-16_11h53m50s,gehirnschnitt MSI 26.06,Dreisewerd group,Jens Soltwisch,True,Positive,mouse,brain,wildtype,MALDI,MALDI,FTICR,FTICR,Norharmane,Norharmane,Other,none,140000.0,8,60,82,283,2017-08-16_11h53m50s,Norharmane,medium,1.0
3021,2017-09-25_17h43m05s,Embryo,Iowa State University,Maria Duenas,True,Negative,n/a,embryo,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,none,42426.406871192856,31,23,48,54,2017-09-25_17h43m05s,DAN,low,1.0
3028,2017-09-27_10h13m43s,"40TopL,10TopL,30BottomL,20BottomR-centroid",ICL,James McKenzie,True,Negative,human,colon,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,,100000.0,154,204,124,167,2017-09-27_10h13m43s,Other Solvent,medium,1.0
3029,2016-12-15_14h19m59s,dosedRatLiverControl,HS Mannheim,Denis Abu Sammour,True,Positive,rat,liver,drug treated,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,266805.0,28,76,227,213,2016-12-15_14h19m59s,DHB,high,1.0
3031,2017-09-29_18h58m59s,Zebrafish_embryo_DHBandFeO_positive_88laser,Iowa State University,Maria Duenas,True,Positive,zebrafish,embryo,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)/Fe3O4 binary mix",Other,,42426.406871192856,16,30,88,210,2017-09-29_18h58m59s,DHB,low,1.0
3056,2017-10-25_12h40m47s,Trifolium repens 13,JLU Giessen,Mario Kompauer,True,Positive,trifolium repens,leaf,none,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,8,33,91,2671,2017-10-25_12h40m47s,DHB,high,1.0
3059,2017-10-26_14h22m44s,BRB01C-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,208,113,106,65,2017-10-26_14h30m02s,Other Solvent,medium,0.1111111111111111
3060,2017-10-26_14h25m10s,BRB04N-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,67,160,53,4,2017-10-26_14h30m07s,Other Solvent,medium,0.045454545454545456
3061,2017-10-26_14h25m19s,BRB05C-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,244,74,16,53,2017-10-26_14h30m02s,Other Solvent,medium,0.1111111111111111
3062,2017-10-26_14h25m23s,BRB05N-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,123,45,6,37,2017-10-26_14h30m07s,Other Solvent,medium,0.045454545454545456
3063,2017-10-26_14h25m28s,BRB06E-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,156,143,69,107,2017-10-26_14h26m05s,Other Solvent,medium,0.047619047619047616
3064,2017-10-26_14h25m31s,BRB06F2-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,181,191,138,8,2017-10-26_14h25m31s,Other Solvent,medium,1.0
3065,2017-10-26_14h25m51s,BRB07S-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,182,211,146,3,2017-10-26_14h27m20s,Other Solvent,medium,0.043478260869565216
3066,2017-10-26_14h25m56s,BRB07W-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,202,163,217,135,2017-10-26_14h30m18s,Other Solvent,medium,0.045454545454545456
3067,2017-10-26_14h25m58s,BRB08D-RECAL,ICL,James McKenzie,True,Negative,human,breast,diseased,ESI,DESI,Orbitrap,Orbitrap,Other,N/A,Other,,100000.0,207,127,134,,2017-10-26_14h27m39s,Other Solvent,medium,0.09090909090909091
