ions,moleculeNames
C15H18O11+K+,"3,4,5-trihydroxy-6-{[3-(3,4,5-trihydroxyphenyl)propanoyl]oxy}oxane-2-carboxylic acid"
C12H15NO5S+K+,Faropenem
C12H21N3O7S+K+,S-(2-Hydroxyethyl)glutathione
C9H20O5+K+,"5S,6S-epoxy-15R-hydroxy-ETE"
C27H53NO7P+K+,2-Linoleoylglycerophosphocholine
C35H30O11+K+,Kuwanon L
C28H28O16+K+,"6-{4-[6-(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl)-5,7-dihydroxy-4-oxo-4H-chromen-2-yl]-2-methoxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C15H18O2+K+,(2Z)-2-(phenylmethylidene)oct-7-enoic acid
C18H22O5S+K+,Estrone sulfate
C9H18S3+K+,(E)-1-Propenyl 1-(propylthio)propyl disulfide
C19H28O8+K+,"3,4,5-trihydroxy-6-{[1-(4-methoxyphenyl)-4-methylpentan-3-yl]oxy}oxane-2-carboxylic acid"
C20H40N2O8+K+,Pangamic acid
C33H48N4O6+K+,L-Urobilinogen
C21H16ClF3N4O3+K+,Sorafenib
C34H41N7O5+K+,Dabigatran etexilate
C28H30O10+K+,Isophysalin G
C21H24N2O5S2+K+,Temocaprilat
C18H20N2O5+K+,Tyrosyl-Tyrosine
C13H18N4O3+K+,Pentoxifylline
C7H14S2+K+,(-)-1-Methylpropyl 1-propenyl disulfide
C15H23N6O5Se+K+,Se-Adenosylselenomethionine
C26H28O8+K+,Jangomolide
C16H20NO4+K+,Rutalinium
C5H8N4O3S2+K+,Methazolamide
C24H30O5+K+,Kamolonol
C8H11NO4S+K+,Tyramine-O-sulfate
C34H38O16+K+,Ramontoside
C21H16ClF3N4O4+K+,Sorafenib N-oxide
C17H12N2O4+K+,Flazine
C16H12N2O4+K+,Phenytoin methylcatechol
C24H29ClO8+K+,Melledonal C
C16H12ClFN2O+K+,Fludiazepam
C6H11NO3S+K+,Isoalliin
C15H11O6+K+,"3,5,6,7-tetrahydroxy-2-(4-hydroxyphenyl)-1λ⁴-chromen-1-ylium"
C11H15NO4S+K+,2-(Ethylsulfonylmethyl)phenyl methylcarbamate
C32H24O19+K+,"2,3,4,7,8,9,15,22,23,28-decahydroxy-14-(hydroxymethyl)-13,25,32,35-tetraoxaoctacyclo[14.13.3.3¹⁷,²⁶.0⁵,³⁰.0⁶,¹¹.0¹⁸,²⁶.0¹⁹,²⁴.0²⁹,³³]pentatriaconta-1,3,5(30),6,8,10,19(24),20,22-nonaene-12,27,31,34-tetrone"
C46H45O22+K+,"[3-(3,4-dihydroxyphenyl)-1-hydroxyprop-2-en-1-ylidene][(6-{[2-(3,4-dihydroxyphenyl)-7-hydroxy-5-oxo-5H-chromen-3-yl]oxy}-3,4-dihydroxy-5-{[3,4,5-trihydroxy-6-({[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)methyl]oxidanium"
C20H21NO7+K+,Dihydroxycitracridone I
C25H29NO11+K+,Gravacridonetriol glucoside
C27H53NO3+K+,Pentacosanoylglycine
C19H20O9S+K+,"(8-{2-[(3-methylbut-2-enoyl)oxy]propan-2-yl}-2-oxo-2H,8H,9H-furo[2,3-h]chromen-9-yl)oxidanesulfonic acid"
C18H22BrNO+K+,Embramine
C10H16N3O6S+K+,Glutathionate(1-)
C11H19O13P+K+,1-Phosphatidyl-D-myo-inositol
C24H26ClFN4O+K+,Sertindole
C24H23O15+K+,Delphinidin 3-(6''-malonyl-glucoside)
C9H11FN2O6+K+,5-Fluorouridine
C10H13ClO4+K+,"3-Chloro-1-(4-hydroxy-3-methoxyphenyl)-1,2-propanediol"
C17H15ClO7+K+,Malvidin
C16H19N3O4S+K+,Cefradine
C22H31NO15S2+K+,Glucosinalbin 4-(4-acetylrhamnoside)
C18H17NO5+K+,N-(4-Hydroxycinnamoyl)tyrosine
C35H34O15+K+,"6-[6-(2,4-dihydroxyphenyl)-2-{3-[(2E)-3-(2,4-dihydroxyphenyl)prop-2-enoyl]-2,6-dihydroxyphenyl}-4-methylcyclohex-3-ene-1-carbonyloxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C25H34O8+K+,6-Dehydrotestosterone glucuronide
C7H14N2O6S+K+,5-L-Glutamyl-taurine
C28H28O7+K+,"1-(2H-1,3-Benzodioxol-5-yl)-2-[2,6-dimethoxy-4-(prop-2-en-1-yl)phenoxy]propyl benzoate"
C8H10O7S+K+,Hydroxymethoxyphenylcarboxylic acid-O-sulphate
C21H24O14S+K+,"{[(2E)-3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)prop-2-en-1-yl]oxy}sulfonic acid"
C8H15NO9S+K+,N-Acetylglucosamine 6-sulfate
C46H62N4O12+K+,31-Hydroxy rifabutin
C25H19O9+K+,"3,8-dihydroxy-7-(4-hydroxy-3,5-dimethoxyphenyl)-12-(4-hydroxyphenyl)-6λ⁴,11,13-trioxatetracyclo[7.4.1.0⁵,¹⁴.0¹⁰,¹²]tetradeca-1,3,5(14),6,8-pentaen-6-ylium"
C12H14Cl2O4+K+,Citreovirone
C38H62O13+K+,Torvoside D
C28H38O7+K+,Eucalyptone
C20H31O4+K+,Prostaglandin C1(1-)
C10H11NO5+K+,2-{[hydroxy(3-hydroxy-4-methoxyphenyl)methylidene]amino}acetic acid
C13H16N10O5S+K+,Azimsulfuron
C46H76O2+K+,Campesteryl alpha-linolenate
C10H13N4O7P+K+,dIMP
C20H16O5+K+,"3,5-dihydroxy-8,8-dimethyl-2-phenyl-4H,8H-pyrano[2,3-f]chromen-4-one"
C21H21ClO11+K+,Cyanidin-3-galactoside
C42H40O25+K+,Apigenin 7-[p-coumaroyl-(->2)-[glucuronyl-(1->3)]-glucuronyl-(1->2)-glucuronide]
C9H11NO6S+K+,2-Methoxyacetaminophen sulfate
C9H13N2O7+K+,Aspartyl-Glutamate
C26H36O11+K+,"(8R,8'R)-Secoisolariciresinol 9-glucoside"
C32H52N7O20P3S+K+,3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA
C17H16ClFN2O2+K+,Progabide
C28H55NO3-H-,N-hexacosanoylglycine
C26H38O2-H-,"(R)-3,4-Dihydro-2-methyl-2-(4,8,12-trimethyl-3,7,11-tridecatrienyl)-2H-1-benzopyran-6-ol"
C24H30-H-,Xylene
C27H24O19+Cl-,Amlaic acid
C38H72NO8P+Cl-,"PE-NMe(14:0/18:2(9Z,12Z))"
C42H78O5+Cl-,DG(20:0/0:0/18:2n6)
C27H26O18+Cl-,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]
C43H72O17+Cl-,Cyclopassifloside V
C30H26O17-H-,Eujambin
C46H72NO10P+Cl-,"PS(20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
C47H64N4O12+Cl-,Rifapentine
C71H126O6+Cl-,"TG(22:2(13Z,16Z)/24:0/22:4(7Z,10Z,13Z,16Z))"
C48H80NO8P+Cl-,"PE-NMe(22:5(7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))"
C47H78O3+Cl-,CE(9M6)
C46H76O2+Cl-,Campesteryl alpha-linolenate
C6H12N2O3S2+Cl-,Cysteinyl-Cysteine
C44H68O18+Cl-,Schidigerasaponin B1
C20H26N2+Cl-,Trimipramine
C10H14N4O4-H-,Dyphylline
C67H126O17P2-H-,"CL(8:0/16:0/i-16:0/18:2(9Z,11Z))"
C41H66NO8P+Cl-,"PE(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
C32H55NO25+Cl-,Lacto-N-fucopentaose V
C47H70O14+Cl-,Pectenotoxin 2
C40H74N2O14+Cl-,N-di-Demethyl roxithromycin
C43H82O17P2+Cl-,CL(8:0/8:0/8:0/10:0)
C40H68NO8P+Cl-,"PE-NMe(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
C44H70O17+Cl-,Capsicoside C3
C37H58N7O19P3S-H-,3-Oxo-OPC6-CoA
C37H70NO10P+Cl-,PS(16:1(9Z)/15:0)
C19H21NO-H-,Doxepin
C65H122O17P2-H-,"CL(8:0/i-15:0/i-15:0/18:2(9Z,11Z))"
C7H14S3+Cl-,(-)-1-(Methylthio)propyl 1-propenyl disulfide
C44H64O24-H-,Crocin
C15H12O10+K+,"3-hydroxy-4-methoxy-5-(2,3,4,5-tetrahydroxybenzoyloxy)benzoic acid"
C15H12O9S+K+,"[4-(5,6,7-trihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl]oxidanesulfonic acid"
C18H22O9+H+,"3,4,5-trihydroxy-6-{[(4E)-5-(4-methoxyphenyl)-3-oxopent-4-en-1-yl]oxy}oxane-2-carboxylic acid"
C25H26O14+K+,"6-[5-(2-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-3-methoxy-3-oxopropyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C15H24N2O16P2+H+,UDP-L-rhamnose
C19H22FN3O3+H+,Enrofloxacin
C20H16O9S+Na+,"(4-{3,5-dihydroxy-8,8-dimethyl-4-oxo-4H,8H-pyrano[2,3-f]chromen-2-yl}phenyl)oxidanesulfonic acid"
C17H19F2N3O3+H+,Lomefloxacin
C21H27N7O14P2+Na+,Fenugreekine
C30H40O7+K+,Anabsin
C23H34O11+H+,"15-Acetoxyscirpene-3,4-diol 4-O-a-D-glucopyranoside"
C21H34O15+K+,Stachyoside A
C21H28O4+K+,11-nor-9-carboxy-Delta(9)-tetrahydrocannabinol
C15H20N2O5+K+,"2-Carboxy-1-[5-(2-carboxy-1-pyrrolidinyl)-2-hydroxy-2,4-pentadienylidene]pyrrolidinium"
C15H22N4O2S2+H+,Allithiamine
C28H26O16+Na+,"6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-3-(3,4,5-trihydroxybenzoyloxy)-3,4-dihydro-2H-1-benzopyran-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C38H36O21+K+,Chrysoeriol 7-[feruloyl-(->2)-glucuronyl-(1->2)-glucuronide]
C22H23O12S+H+,"3,4,5-trihydroxy-6-{[3-hydroxy-2-(3-methoxyphenyl)-5-sulfino-3,4-dihydro-2H-1-benzopyran-7-yl]oxy}oxane-2-carboxylate"
C20H18O12+Na+,Myricetin 3-arabinoside
C25H29NO8+H+,Hydroxydesmthyl doxepin glucuronide
C19H21N5O4+K+,Prazosin
C40H40O10+Na+,"1-[3-(6-{2,4-dihydroxy-3-[(1E)-3-methylbut-1-en-1-yl]benzoyl}-5-(2,4-dihydroxyphenyl)-3-methylcyclohex-2-en-1-yl)-2,4-dihydroxyphenyl]-3-(2,4-dihydroxyphenyl)propan-1-one"
C23H19NO5+K+,xi-8-Acetonyldihydrosanguinarine
C12H23NO7+Na+,N-(1-Deoxy-1-fructosyl)isoleucine
C62H102O33+Na+,Agavoside G
C26H34O7+K+,"6-hydroxy-5-{[(3-hydroxy-2-oxo-2H-chromen-7-yl)oxy]methyl}-1,1,4a,6-tetramethyl-decahydronaphthalen-2-yl acetate"
C35H60O7P2+K+,All-trans-heptaprenyl diphosphate
C22H25NO2+H+,"N-2-[4-(3,3-Dimethylallyloxy)phenyl]ethylcinnamide"
C15H24N4O6S2+K+,Doripenem
C15H22O5+K+,Pisumic acid
C17H30O14+K+,a-L-Fucopyranosyl-(1->2)-b-D-galactopyranosyl-(1->2)-D-xylose
C41H70N7O18P3S+H+,"(3S)-Hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA"
C17H18FN3O3+K+,Ciprofloxacin
C21H43N5O7+K+,Gentamicin
C29H36N6O6S+Na+,Tetragastrin
C16H31NO4+K+,Nonanoylcarnitine
C21H21O11+Na+,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium"
C19H18O6+Na+,"3-(3,4-dimethoxyphenyl)-5-hydroxy-7-methoxy-8-methyl-4H-chromen-4-one"
C33H30N4O2+Na+,Telmisartan
C22H29O3+Na+,14-oxo-DoHE(1-)
C11H21NO10S2+Na+,Glucoconringiin
C32H26O10+Na+,Aurasperone A
C28H44N2O8S+Na+,leukotriene-f4
C72H128N2O26+Na+,Ganglioside GM2 (d18:1/22:1(13Z))
C30H42O7+Na+,Ganoderic acid V1
C30H33O20+Na+,Delphinidin 3-(6''-malonylglucoside) 5-glucoside
C71H114O6+Na+,"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C26H36O5+Na+,"2-Angeloyl-9-(3-methyl-2E-pentenoyl)-2b,9a-dihydroxy-4Z,10(14)-oplopadien-3-one"
C19H26N2+Na+,(-)-Quebrachamine
C9H18OS3+Na+,2-Propenyl 1-(propylsulfinyl)propyl disulfide
C16H14O9S+Na+,"({2-methyl-3-[({7-oxo-7H-furo[3,2-g]chromen-4-yl}oxy)methyl]oxiran-2-yl}methoxy)sulfonic acid"
C46H90NO7P-H-,"PC(o-18:2(9Z,12Z)/20:0)"
C30H22O7-H-,Palmidin B
C48H92NO7P-H-,"PC(o-22:0/18:3(9Z,12Z,15Z))"
C22H25N3O7S-H-,Ertapenem
C27H38O18-H-,cis-Ferulic acid [arabinosyl-(1->3)-[glucosyl-(1->6)]-glucosyl] ester
C47H92NO7P-H-,PE(P-18:1(11Z)/24:0)
C20H32N10O31P8-H-,Adenosine octaphosphate
C31H45N6O16P-H-,"5,10-Methylenetetrahydromethanopterin"
C82H160O17P2-H-,CL(8:0/i-21:0/i-22:0/i-22:0)
C37H46O5-H-,Pyrrhoxanthinol
C52H90O7-H-,Campesterol 6'-(9Z-octadecenoyl)-glucoside
C58H96O6-H-,"TG(20:4(8Z,11Z,14Z,17Z)/15:0/20:4(8Z,11Z,14Z,17Z))"
C28H35FO7-H-,Amcinonide
C30H34O5-H-,Rubraflavone B
C20H26O13-H-,trans-Caffeic acid [apiosyl-(1->6)-glucosyl] ester
C20H23N5O6S-H-,Azlocillin
C30H33N3O11S-H-,"2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-({5,10-dihydroxy-8,8-dimethyl-2-oxo-4-phenyl-2H,8H,9H,10H-pyrano[2,3-h]chromen-9-yl}sulfanyl)ethyl}-C-hydroxycarbonimidoyl)butanoic acid"
C28H38O8-H-,4beta-Hydroxywithanolide E
C24H30O6-H-,Clausarinol
C23H34N4O8-H-,Ustiloxin D
C48H94NO10P-H-,PS(24:0/18:0)
C24H38O11-H-,3-Oxo-alpha-ionol 9-[apiosyl-(1->6)-glucoside]
C24H40O10-H-,alpha-Ionol O-[arabinosyl-(1->6)-glucoside]
C43H69O8P-H-,"PA(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))"
C89H152O17P2-H-,"CL(22:5(7Z,10Z,13Z,16Z,19Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)"
C85H154O17P2-H-,"CL(18:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)"
C24H32O5S-H-,S-Furanopetasitin
C24H30N8O9-H-,Tetrahydrofolyl-[Glu](2)
C32H37N5O5-H-,Endomorphin-2
C24H35N3O12S-H-,"2-amino-4-{[2-({4-[3-(carboxymethyl)-4,6-dihydroxy-2-methoxyphenyl]-3-hydroxy-2-methylbutan-2-yl}sulfanyl)-1-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl]-C-hydroxycarbonimidoyl}butanoic acid"
C34H34O14-H-,"6-[6-(2,4-dihydroxyphenyl)-2-{4-[(E)-2-(2,4-dihydroxyphenyl)ethenyl]-2,6-dihydroxyphenyl}-4-methylcyclohex-3-ene-1-carbonyloxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C23H32N6O4S-H-,Vardenafil
C85H156O17P2-H-,"CL(18:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)"
C84H164O17P2-H-,CL(8:0/i-21:0/23:0/23:0)
C38H50N6O5-H-,Saquinavir
C29H33ClN2O2-H-,Loperamide
C26H40O11-H-,"ent-6R,16bOH,17-Trihydroxy-7-oxo-6,7-seco-19,6-kauranolide 6-O-glucoside"
C16H21N5O10-H-,3'-Azido-3'-deoxy-5'- O-beta-D-glucopyranuronosylthymidine
C45H44O11-H-,Albanin G
C29H34N2O7-H-,Bargustanine
C48H96N2O6P-H-,SM(d19:1/24:1(15Z))
C25H36N6O4S-H-,Udenafil
C25H48N6O8-H-,Deferoxamine
C24H26O11S-H-,"{2-[(3-methylbut-2-enoyl)oxy]-2-{9-[(3-methylbut-2-enoyl)oxy]-2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propoxy}sulfonic acid"
C23H39NO6S-H-,"10,11-Dihydro-12R-hydroxy-leukotriene E4"
C89H174O17P2-H-,CL(8:0/i-24:0/i-24:0/i-24:0)
C25H42O11-H-,Blumenol C O-[rhamnosyl-(1->6)-glucoside]
C30H36O10S-H-,"({8-[2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-6-(3-methylbut-2-en-1-yl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]-2,6-dimethylocta-2,6-dien-4-yl}oxy)sulfonic acid"
C51H90O2+Na+,CE(24:1(15Z))
C31H36O17+H+,"6-[(6-{[3-(3,4-dimethoxyphenyl)-7-methoxy-8-methyl-4-oxo-4H-chromen-5-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C28H29N7O+H+,N-desmethylimatinib
C41H78O5+Na+,DG(24:0/0:0/14:1n5)
C93H148O17P2+H+,"CL(22:5(7Z,10Z,13Z,16Z,19Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
C47H51NO15+H+,6a-Hydrox-ypaclitaxel
C38H40O20+H+,"2-[(2-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl 3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoate"
C20H28N10O19P4+H+,Diadenosine tetraphosphate
C46H86NO10P+K+,PS(24:1(15Z)/16:1(9Z))
C26H41NO34S4+H+,Heparin
C22H16O15S+H+,Myricatin
C54H102NO8P+K+,"PC(22:2(13Z,16Z)/24:1(15Z))"
C23H26N2O6+H+,(Z)-Narceine imide
C91H150O17P2+Na+,"CL(22:5(7Z,10Z,13Z,16Z,19Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))"
C40H36O10+Na+,Artonin D
C20H24N10O19P4+H+,"P1,P4-Bis(5'-adenosyl) tetraphosphate"
C92H165N3O39+Na+,Ganglioside GD1b (d18:0/25:0)
C30H33NO9+H+,4-Hydroxytamoxifen-N-glucuronide
C66H106O6+K+,"TG(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
C95H148O17P2+H+,"CL(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))"
C20H35NO16+H+,N-Acetylgalactosaminyl lactose
C36H62O11+H+,Ginsenoside Rh6
C6H5FO4+Na+,5-Fluoromuconolactone
C20H19Cl2NO8+K+,Diclofenac acyl glucuronide
C45H82O5+K+,DG(24:0/0:0/18:3n3)
C63H108O6+Na+,"TG(18:3(9Z,12Z,15Z)/24:1(15Z)/18:3(9Z,12Z,15Z))"
C92H165N3O39+K+,Ganglioside GD1b (d18:0/25:0)
C63H106O6+Na+,"TG(18:4(6Z,9Z,12Z,15Z)/24:0/18:4(6Z,9Z,12Z,15Z))"
C37H54O3+K+,Campesteryl p-coumarate
C28H32O11+H+,Physalin D
C85H151N3O34+H+,Ganglioside GD2 (d18:0/24:1(15Z))
C22H24O11+H+,"6-{3,5-dihydroxy-4-[2-(4-methoxyphenyl)propanoyl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C25H41NO3+H+,N-Palmitoyl phenylalanine
C6H9NOS+K+,Raphanusamide
C62H92O26+H+,Tragopogonsaponin O
C13H11N3O4S2+H+,Tenoxicam
C26H46O3+H+,"3,4-Dimethyl-5-pentyl-2-furanpentadecanoic acid"
C12H19Cl2N3O7S+K+,"S-(2,2-Dichloro-1-hydroxy)ethyl glutathione"
C14H17NO6+H+,(S)-2-Hydroxy-2-phenylacetonitrile O-b-D-allopyranoside
C27H32O9+H+,Austin
C24H30O6+K+,Clausarinol
C14H17NO7+H+,Dhurrin
C25H31ClO6+K+,6-O-Methylarmillaridin
C11H18N2O3+Na+,Amobarbital
C10H18N2O8+H+,Distichonic acid B
C16H26O8+Na+,Nepetaside
C22H23O12+H+,4'-O-Methyldelphinidin 3-O-beta-D-glucoside
C22H23NO4+K+,Nequinate
C31H60O2+H+,"8,10-Hentriacontanedione"
C36H54O3+H+,"(3b,24R,25x)-26-Benzoyloxystigmast-5-ene-3-ol"
C20H27NO10+K+,Mandelonitrile rutinoside
C35H56O15+K+,Lyciumoside IX
C25H44O2+Na+,"5-Nonadecyl-1,3-benzenediol"
C29H48O4+K+,"(3beta,5alpha,6beta,9alpha,22E,24R)-23-Methylergosta-7,22-diene-3,5,6,9-tetrol"
C13H16O10+H+,"2,3,5-trihydroxy-6-(hydroxymethyl)oxan-4-yl 3,4,5-trihydroxybenzoate"
C13H19Na2O5P+H+,Fospropofol
C26H38O2+H+,"(R)-3,4-Dihydro-2-methyl-2-(4,8,12-trimethyl-3,7,11-tridecatrienyl)-2H-1-benzopyran-6-ol"
C12H16N4O7+K+,7-Hydroxy-6-methyl-8-ribityl lumazine
C39H63NO11+Na+,beta-Solanine
C21H44O3+K+,MG(18:0e/0:0/0:0)
C18H36O2+K+,Hexyl dodecanoate
C7H12N2O5+H+,Glutamylglycine
C25H42O2+Na+,"5-(12-Nonadecenyl)-1,3-benzenediol"
C10H10N2O3S+K+,6-(2-amino-2-carboxyethyl)-4-hydroxybenzothiazole
C34H59NO14+H+,Fumonisin B3
C9H16O4+K+,Diethyl methylsuccinate
C34H70NO6P+K+,CerP(d18:0/16:0)
C9H14O4+K+,5-Butyltetrahydro-2-oxo-3-furancarboxylic acid
C16H14O10+H+,"6-[(3-formyl-1-oxo-1H-isochromen-5-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid"
C11H18O4+K+,"2-Carboxy-5,7-dimethyl-4-octanolide"
C20H41NO3+Na+,Ethanolamine Oleate
C14H23N6O3S+K+,S-Adenosylmethioninamine
C34H54O11+K+,"26-Glucosyl-1,3,11,22-tetrahydroxyergosta-5,24-dien-26-oate"
C14H30NO7P+Na+,lysoPC(6:0)
C9H18N6+K+,Altretamine
C12H16N2O+Na+,Psilocin
C9H14N2O7+H+,gamma-Glutamylaspartic acid
C9H17NO8+Na+,N-(1-Deoxy-1-fructosyl)serine
C6H8O6+K+,"1,2,3-Propanetricarboxylic acid"
C16H19N3O5+K+,gamma-Glutamyltryptophan
C22H18N6+K+,Rilpivirine
C36H46N6O12+Na+,Phomopsin B
C18H16O8+H+,"2-(3,4-dimethoxyphenyl)-5,7,8-trihydroxy-6-methoxy-4H-chromen-4-one"
C21H26N2O2+K+,Aspidospermatine
C20H24N2OS+K+,Lucanthone
C26H46O3+Na+,"3,4-Dimethyl-5-pentyl-2-furanpentadecanoic acid"
C17H17Cl2N+K+,Sertraline
C15H19N3O2+Na+,N-Acetyl desmethyl frovatriptan
C22H16N6O3+K+,O-Deethylated candesartan
C18H14FNO2+K+,Citalopram aldehyde
C26H26ClN3+K+,Rupatadine
C23H20O14+K+,"3,3',5-Trihydroxy-4'-methoxy-6,7-methylenedioxyflavone 3-glucuronide"
C37H62O12+K+,Cyclopassifloside X
C18H24N2O10+K+,Lacosamide-glucuronide
C15H24O+Na+,2-benzyloctan-1-ol
C19H22F2N4O3+K+,Sparfloxacin
C45H44O9+Na+,Licoagrodin
C9H19NS2+Na+,"Dihydro-4,6-dimethyl-2-(1-methylpropyl)-4H-1,3,5-dithiazine"
C22H30N2O2+K+,(-)-Aspidospermine
C9H14N4O5+H+,AICA-riboside
C32H39NO2+K+,Ebastine
C36H40O12+K+,"6-{[8-(2,4-dihydroxyphenyl)-7-(3,7-dimethylocta-2,6-dien-1-yl)-2,2-dimethyl-6-oxo-2H,6H-pyrano[3,2-g]chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"
C14H16O10+Na+,"6-(5-carboxy-2-methoxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid"
C10H17N7O8S+Na+,Gonyautoxin VI
C17H18O6+Na+,"3-(2-hydroxy-3,4-dimethoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4,7-diol"
C13H21O2PS2+K+,(±)-Conen
C22H16N6O3+H+,O-Deethylated candesartan
C11H16N2O5+K+,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide"
C3H7O7P+Na+,(2R)-2-Hydroxy-3-(phosphonatooxy)propanoate
C21H27NO9S+Na+,"3-(3,4-dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]-2-(sulfooxy)propanimidic acid"
C15H23NO+Na+,"N,N-Didesmethyltramadol"
C20H40O4+K+,MG(a-17:0/0:0/0:0)[rac]
C11H19N2O5+K+,Leucyl-Glutamate
C40H38O8+Na+,Kuwanon V
C17H18FN3O3S+K+,Rufloxacin
C22H31N3O9S+K+,2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[1-hydroxy-1-(4-methoxyphenyl)-3-oxopentan-2-yl]sulfanyl}ethyl}-C-hydroxycarbonimidoyl)butanoic acid
C44H84O6+H+,TG(19:0/14:0/8:0)
C40H60O+K+,zeta-Carotene epoxide
C17H15NO5+H+,Avenanthramide E
C16H12O9+H+,"3,5,7-trihydroxy-6-methoxy-2-(2,4,5-trihydroxyphenyl)-4H-chromen-4-one"
C18H18ClN3O+Na+,desethylamodiaquine
C11H21NO7S+H+,N-(1-Deoxy-1-fructosyl)methionine
C15H30NO2+H+,9-Decenoylcholine
C38H73NO8+H+,Galactosylceramide (d18:1/14:0)
C21H26N2O3+K+,Yohimbine
C22H32N2O5+Na+,Benzquinamide
C14H21NO11+K+,"Hyaluronan biosynthesis, precursor 1"
C15H14N4O2S+K+,Sulfaphenazole
C8H17NS2+Na+,"Dihydro-4,6-dimethyl-2-(1-methylethyl)-4H-1,3,5-dithiazine"
C35H58O7+H+,Melilotoside A
C7H15NO4+Na+,N-Methyl-1-deoxynojirimycin
C15H28O7P2+Na+,Farnesyl pyrophosphate
C30H38O5+H+,Iloprost
C8H13NO4+Na+,2-Keto-6-acetamidocaproate
C12H20N4O8+H+,N2-(2-Carboxymethyl-2-hydroxysuccinoyl)arginine
C18H26O11+H+,Oleoside dimethyl ester
C25H27NO5S+H+,Endoxifen sulfate
C15H28O+Na+,3-Pentadecenal
C18H19NOS+H+,Duloxetine
C27H33N3O8+H+,Rolitetracycline
C22H28N2O4+H+,repaglinide aromatic amine
C8H11NO6+H+,Lycoperdic acid
