ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2017-04-20_09h06m22s,May4_kidney_serial_S25,Waters,Emrys Jones,True,Negative,mouse,kidney,wildtype,ESI,DESI,TOF,qTOF,Other,none,Other,,30000.0,14.0,13.0,379.0,2871.0,2017-04-20_09h06m22s,Other Solvent,low,1.0,37707623762.46335,False,False
2017-05-31_11h51m56s,May30_coronal_brain_DESIneg,Waters,Emrys Jones,True,Negative,rat,brain,wildtype,ESI,DESI,TOF,qTOF,Other,none,Other,,30000.0,42.0,37.0,233.0,836.0,2017-05-31_11h51m56s,Other Solvent,low,1.0,44133442252.51742,False,False
2018-01-17_13h29m23s,DESI porcine kidney interface region,Waters,Emrys Jones,True,Negative,sus scrofa domesticus (pig),kidney,n/a,ESI,DESI,TOF,TOF reflector,Other,none,Other,none,30000.0,49.0,74.0,130.0,737.0,2018-01-17_13h29m23s,Other Solvent,low,1.0,210849558968.52045,True,False
2018-01-24_19h05m40s,DESIMousebrain_coronal,Waters,Emrys Jones,True,Negative,mouse,brain,n/a,ESI,DESI,TOF,TOF reflector,Other,none,Other,none,30000.0,34.0,38.0,132.0,875.0,2018-01-24_19h05m40s,Other Solvent,low,1.0,35199017769.83853,False,False
2019-10-21_09h57m26s,20191017_liver_4v_75um Analyte 1AFAMM_1,Waters,Emrys Jones,True,Negative,sus scrofa domesticus (pig),liver,wildtype,ESI,DESI,TOF,TOF reflector,Other,none,Other,none,30000.0,22.0,76.0,377.0,3333.0,2019-10-21_09h57m26s,Other Solvent,low,1.0,247891171508.91876,False,False
2019-11-25_17h14m31s,DESI HEART SYNAPT-XS RES-MODE,Waters,Bindesh Shrestha,True,Positive,mouse,brain,n/a,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,40000.0,69.0,73.0,132.0,1817.0,2019-11-25_17h14m31s,Other Solvent,low,1.0,60342013571.40939,True,True
2019-11-26_19h21m13s,DESI LIVER SYNAPT-XS RES-Mode,Waters,Bindesh Shrestha,True,Positive,gallus domesticus (chicken),liver,n/a,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,40000.0,42.0,56.0,285.0,2699.0,2019-11-26_19h21m13s,Other Solvent,low,1.0,255260685628.79138,True,False
2019-12-10_15h05m46s,DESI LIVER SYNAPT-XS HIRES-Mode,Waters,Bindesh Shrestha,True,Positive,gallus domesticus (chicken),liver,n/a,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,50000.0,85.0,164.0,519.0,3625.0,2019-12-10_15h05m46s,Other Solvent,low,1.0,255260685628.79138,False,False
2016-10-14_17h56m30s,20160215_ADP_calb_posneg_70x145_100x2000_neg,♡EMBL♡,Andrew Palmer,True,Negative,candida albicans,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,28.0,26.0,136.0,1155.0,2016-10-14_17h56m30s,DHB,medium,1.0,44653724892.245834,True,False
2016-12-07_07h59m04s,151022_ADP_calb_ecoli_imatrix_131x305_80x80,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | pseudomonas aeruginosa,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,17.0,13.0,75.0,3495.0,2016-12-07_07h59m04s,DHB,medium,1.0,70624922009.29117,True,False
2016-12-07_12h31m55s,20150821_ADP_LR_colony250K12_DHBsub_260x280_50um,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | escherichia coli,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,11.0,26.0,265.0,2533.0,2016-12-07_12h31m55s,DHB,medium,1.0,22055342837.684013,False,False
2016-12-07_12h53m44s,20150825_ADP_LR_CoCulture_250_YPJD_DHBsub_280x140,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | escherichia coli,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,140000.0,12.0,78.0,266.0,2529.0,2016-12-07_12h53m44s,DHB,medium,1.0,22055342837.684013,False,False
2016-12-08_08h05m47s,20161207_ADP_Y7288E7280_NEDC_140x200_70x70,♡EMBL♡,Andrew Palmer,True,Negative,candida albicans | escherichia coli,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,41.0,66.0,302.0,1237.0,2016-12-08_08h05m47s,NEDC,medium,1.0,39632675771.36828,False,False
2016-12-12_10h03m41s,20161207_ADP_CAG_NEDC_100x150_70x70,♡EMBL♡,Andrew Palmer,True,Negative,microbial,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,37.0,58.0,152.0,648.0,2016-12-12_10h03m41s,NEDC,medium,1.0,94673355908.14471,False,False
2016-12-15_14h44m22s,20161215_ADP_imaginal2_NEDC_100x70_10x10_40,♡EMBL♡,Andrew Palmer,True,Negative,n/a,wddm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,none,140000.0,13.0,27.0,138.0,91.0,2016-12-15_14h44m22s,NEDC,medium,1.0,1610900465.0402806,False,False
2016-12-21_14h07m58s,20161221_ADP_spots_DHB_20x20_125x125,♡EMBL♡,Andrew Palmer,True,Negative,n/a,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,22.0,80.0,134.0,205.0,2016-12-21_14h07m58s,DHB,medium,1.0,5710634241.378756,False,False
2016-12-22_07h58m30s,20161221_ADP_Ca-Ec3_NEDC_130x250_80x80,♡EMBL♡,Andrew Palmer,True,Negative,candida albicans | escherichia coli,microbial colony,interaction,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,25.0,22.0,125.0,1029.0,2016-12-22_07h58m30s,NEDC,medium,1.0,163359072720.78845,False,False
2017-01-03_16h19m52s,20161223_ADP_CAG_123YY_7210_12000_NEDC_185x520,♡EMBL♡,Andrew Palmer,True,Negative,candida albicans | escherichia coli,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,30.0,20.0,150.0,1253.0,2017-01-03_16h19m52s,NEDC,medium,1.0,52843567695.15771,True,False
2017-01-22_12h01m38s,20170121_ADP_larvae_coronal1_s5_1_DAN002_200x270_10x10,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,44.0,54.0,175.0,766.0,2017-01-24_17h19m06s,DAN,medium,0.5,17375701030.316624,False,False
2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,34.0,145.0,357.0,1110.0,2017-02-23_08h53m07s,NEDC,medium,1.0,49431574783.40562,False,False
2017-02-24_03h51m09s,2017023_ADP-SHTS_GFlarvae_80x75_35x35_DMAN002,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,none,140000.0,45.0,97.0,432.0,691.0,2017-02-24_03h51m09s,DMAN,medium,1.0,15507132522.946457,False,False
2017-02-24_12h41m05s,2017023_ADP-SHTS_GFlarvae_80x75_35x35_DMAN002_170224062842,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,none,140000.0,36.0,27.0,48.0,111.0,2017-02-24_12h41m05s,DMAN,medium,1.0,15507132522.946457,True,False
2017-03-07_06h16m14s,20170306_ADP_gfLarvae_DAN004_25x25_90x110_37,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,4.0,21.0,52.0,154.0,2017-03-07_06h16m14s,DAN,medium,1.0,34751402060.63325,False,False
2017-03-13_15h19m57s,20170313_ADP_larvae_sl20161223-6-1_DAN005_110x80_25x25_37_r,♡EMBL♡,Andrew Palmer,True,Negative,lucilia sericata,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,24.0,24.0,76.0,521.0,2017-03-13_15h19m57s,DAN,medium,1.0,34751402060.63325,True,False
2017-03-17_17h20m49s,20170317_ADP_250_s7_122x95_100x100_DHB010_n10_40,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans,microbial colony,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,50.0,239.0,141.0,18.0,2017-03-17_17h20m49s,DHB,medium,1.0,68990881533.12044,False,False
2017-03-20_16h21m25s,20170318_ADP_K12250_s13_130x300_100x100_DHB010_n10,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | escherichia coli,microbial colony,interaction,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,26.0,31.0,433.0,370.0,2017-03-20_16h21m25s,DHB,medium,0.5,60605553109.55486,True,True
2017-03-20_16h23m06s,20170317_ADP_250K12_s1_110x290_100x100_DHB010_n10,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | escherichia coli,microbial colony,interaction,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,29.0,30.0,554.0,331.0,2017-03-20_16h21m25s,DHB,medium,0.5,60605553109.55486,False,False
2017-03-20_16h31m31s,20170317_ADP_K12_s12_95x95_100x100_DHB010_n10_36,♡EMBL♡,Andrew Palmer,True,Positive,candida albicans | escherichia coli,microbial colony,k12,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,12.0,48.0,406.0,200.0,2017-03-20_16h31m31s,DHB,medium,1.0,7605709085.319596,False,False
2017-05-10_20h06m38s,20170510_LR_Hepa_FAonly_Stained_DAN003_neg_s50_p50_slide02,♡EMBL♡,Luca Rappez,True,Negative,human,liver,nash,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,9.0,47.0,166.0,372.0,2017-05-10_20h06m38s,DAN,medium,1.0,933064037.6742859,False,False
2017-06-28_16h26m05s,20170622_LR_L11_DAN_p85_s40,♡EMBL♡,Luca Rappez,True,Negative,human,liver,"cancer, hcc",MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,6.0,11.0,56.0,993.0,2018-03-23_12h00m16s,DAN,medium,0.2,186612807.53485715,False,False
2017-07-18_14h12m05s,20170718_ADP-CGL_VATPspot2_DAN-DD_50x50_50x50,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,n/a,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,6.0,25.0,25.0,148.0,2017-07-19_14h17m13s,DAN,medium,0.25,3788581967.667074,False,False
2017-08-07_09h33m31s,20170807_CGL_MT-M.B_DAN012_20x21_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,6.0,11.0,30.0,70.0,2017-08-07_09h33m31s,DAN,medium,1.0,4497060760.810022,False,False
2017-08-15_19h13m44s,20170815_CGL_MT-M.B_DAN016_2_NTM_31x38_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,44.0,81.0,126.0,496.0,2017-08-16_11h15m04s,DAN,medium,0.5,2248530380.405011,False,False
2017-08-22_14h04m41s,201708022_CGL210817_MC-K12-18_08_V_34x69_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,escherichia coli,microbial colony,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,6.0,17.0,3.0,5.0,2017-08-22_14h04m41s,DHB,medium,1.0,100398114580.69731,False,False
2017-09-05_16h22m52s,20170905_CGL0170817_MT-MB_ATP_N_81x101_135x135,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,none,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,3.0,18.0,92.0,855.0,2017-09-05_16h22m52s,DAN,medium,1.0,10901780994.05111,False,False
2017-09-20_16h05m07s,20170920_CGL_MB_2-DAN018_58x57_100x100,♡EMBL♡,Cristina Gonzalez Lopez,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,,140000.0,8.0,18.0,35.0,374.0,2017-09-21_07h48m19s,DAN,medium,0.5,2248530380.405011,False,False
2018-05-19_20h09m18s,"19052018_AR_Tetracycline2,5_p5x5_DAN",♡EMBL♡,Angelos Rigopoulos,True,Negative,none,none,normal,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,70% ACN,140000.0,28.0,36.0,48.0,83.0,2018-05-19_20h09m18s,DAN,medium,1.0,11732606834.457167,True,False
2018-05-19_20h09m46s,19052018_AR_Tetracycline10_p5x5_DAN,♡EMBL♡,Angelos Rigopoulos,True,Negative,none,none,normal,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,70% ACN,140000.0,47.0,24.0,98.0,62.0,2018-05-19_20h09m31s,DAN,medium,0.5,5866303417.228583,True,False
2019-02-13_16h49m13s,20190213_MCDKII_FUCCI_CFTR_Hoescht_Tutorial,♡EMBL♡,Luca Rappez,True,Negative,dog,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,70% ACN,140000.0,8.0,15.0,14.0,164.0,2019-02-13_16h49m13s,DAN,medium,1.0,56047879967.35916,False,False
2019-02-13_18h35m14s,20190213_MCDKII_FUCCI_CFTR_Hoescht_Tutorial_2,♡EMBL♡,Luca Rappez,True,Negative,dog,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,70% ACN,140000.0,10.0,21.0,22.0,575.0,2019-02-13_18h35m14s,DAN,medium,1.0,56047879967.35916,False,False
2019-04-05_10h09m00s,20190404_LeR_MDCK_Labtek16h_s50_p50_DANLR001,♡EMBL♡,Luca Rappez,True,Positive,dog,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,70% ACN,140000.0,45.0,104.0,372.0,388.0,2019-04-05_10h09m00s,DAN,medium,1.0,64946306097.78261,True,False
2019-04-05_13h17m06s,20190404_LeR_MDCK_Labtek16h_s50_p50_13h17m06s,♡EMBL♡,Luca Rappez,True,Positive,dog,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,70% ACN,140000.0,45.0,104.0,372.0,388.0,2019-04-05_13h17m06s,DAN,medium,1.0,64946306097.78261,True,False
